ccode,year,age,gender,education,status,population
CIV,2018,29,female,less than primary,employed,54742.0
CIV,2018,29,female,upper secondary,employed,10257.0
CIV,2018,29,female,lower secondary,employed,15606.0
CIV,2018,29,female,primary,employed,27558.0
CIV,2018,29,female,less than primary,inactive,31125.0
CIV,2018,29,female,upper secondary,inactive,3886.0
CIV,2018,29,female,primary,inactive,8714.0
CIV,2018,29,female,lower secondary,inactive,6958.0
CIV,2018,29,female,tertiary,inactive,3292.0
CIV,2018,29,female,tertiary,student,0.0
CIV,2018,29,female,primary,student,0.0
CIV,2018,29,female,less than primary,student,0.0
CIV,2018,29,female,upper secondary,student,0.0
CIV,2018,29,female,lower secondary,student,0.0
CIV,2018,29,female,primary,unemployed,1172.0
CIV,2018,29,female,lower secondary,unemployed,769.0
CIV,2018,29,female,tertiary,unemployed,507.0
CIV,2018,29,female,less than primary,unemployed,429.0
CIV,2018,29,female,upper secondary,unemployed,500.0
CIV,2018,29,male,less than primary,employed,56394.0
CIV,2018,29,male,primary,employed,33390.0
CIV,2018,29,male,upper secondary,employed,17747.0
CIV,2018,29,male,tertiary,employed,18750.0
CIV,2018,29,male,lower secondary,employed,23414.0
CIV,2018,29,male,primary,inactive,3163.0
CIV,2018,29,male,less than primary,inactive,6046.0
CIV,2018,29,male,upper secondary,inactive,2103.0
CIV,2018,29,male,lower secondary,inactive,3248.0
CIV,2018,29,male,tertiary,inactive,2033.0
CIV,2018,29,male,tertiary,student,1763.0
CIV,2018,29,male,primary,student,0.0
CIV,2018,29,male,less than primary,student,0.0
CIV,2018,29,male,lower secondary,student,0.0
CIV,2018,29,male,upper secondary,student,2028.0
CIV,2018,29,male,primary,unemployed,600.0
CIV,2018,29,male,tertiary,unemployed,931.0
CIV,2018,29,male,less than primary,unemployed,542.0
CIV,2018,29,male,upper secondary,unemployed,459.0
CIV,2018,29,male,lower secondary,unemployed,526.0
CIV,2018,30,female,lower secondary,employed,14919.0
CIV,2018,30,female,primary,employed,26345.0
CIV,2018,30,female,upper secondary,employed,9805.0
CIV,2018,30,female,less than primary,employed,52333.0
CIV,2018,30,female,tertiary,employed,7971.0
CIV,2018,30,female,primary,inactive,8330.0
CIV,2018,30,female,upper secondary,inactive,3715.0
CIV,2018,30,female,less than primary,inactive,29755.0
CIV,2018,30,female,lower secondary,inactive,6651.0
CIV,2018,30,female,tertiary,inactive,3146.0
CIV,2018,30,female,lower secondary,student,0.0
CIV,2018,30,female,primary,student,0.0
CIV,2018,30,female,upper secondary,student,0.0
CIV,2018,30,female,less than primary,student,0.0
CIV,2018,30,female,tertiary,student,0.0
CIV,2018,30,female,less than primary,unemployed,410.0
CIV,2018,30,female,upper secondary,unemployed,478.0
CIV,2018,30,female,tertiary,unemployed,485.0
CIV,2018,30,female,lower secondary,unemployed,735.0
CIV,2018,30,female,primary,unemployed,1120.0
CIV,2018,30,male,upper secondary,employed,17047.0
CIV,2018,30,male,lower secondary,employed,22490.0
CIV,2018,30,male,primary,employed,32072.0
CIV,2018,30,male,less than primary,employed,54169.0
CIV,2018,30,male,tertiary,employed,18010.0
CIV,2018,30,male,lower secondary,inactive,3119.0
CIV,2018,30,male,upper secondary,inactive,2020.0
CIV,2018,30,male,tertiary,inactive,1953.0
CIV,2018,30,male,less than primary,inactive,5808.0
CIV,2018,30,male,primary,inactive,3038.0
CIV,2018,30,male,upper secondary,student,1948.0
CIV,2018,30,male,lower secondary,student,0.0
CIV,2018,30,male,less than primary,student,0.0
CIV,2018,30,male,tertiary,student,1693.0
CIV,2018,30,male,primary,student,0.0
CIV,2018,30,male,tertiary,unemployed,894.0
CIV,2018,30,male,upper secondary,unemployed,441.0
CIV,2018,30,male,lower secondary,unemployed,506.0
CIV,2018,30,male,primary,unemployed,576.0
CIV,2018,30,male,less than primary,unemployed,520.0
CIV,2018,31,female,tertiary,employed,7603.0
CIV,2018,31,female,lower secondary,employed,14229.0
CIV,2018,31,female,less than primary,employed,49914.0
CIV,2018,31,female,primary,employed,25127.0
CIV,2018,31,female,upper secondary,employed,9352.0
CIV,2018,31,female,tertiary,inactive,3001.0
CIV,2018,31,female,lower secondary,inactive,6344.0
CIV,2018,31,female,less than primary,inactive,28379.0
CIV,2018,31,female,upper secondary,inactive,3544.0
CIV,2018,31,female,primary,inactive,7945.0
CIV,2018,31,female,lower secondary,student,0.0
CIV,2018,31,female,primary,student,0.0
CIV,2018,31,female,upper secondary,student,0.0
CIV,2018,31,female,less than primary,student,0.0
CIV,2018,31,female,tertiary,student,0.0
CIV,2018,31,female,lower secondary,unemployed,701.0
CIV,2018,31,female,less than primary,unemployed,391.0
CIV,2018,31,female,upper secondary,unemployed,456.0
CIV,2018,31,female,primary,unemployed,1069.0
CIV,2018,31,female,tertiary,unemployed,462.0
CIV,2018,31,male,upper secondary,employed,16361.0
CIV,2018,31,male,less than primary,employed,51991.0
CIV,2018,31,male,primary,employed,30782.0
CIV,2018,31,male,lower secondary,employed,21586.0
CIV,2018,31,male,tertiary,employed,17285.0
CIV,2018,31,male,upper secondary,inactive,1938.0
CIV,2018,31,male,tertiary,inactive,1875.0
CIV,2018,31,male,less than primary,inactive,5574.0
CIV,2018,31,male,primary,inactive,2916.0
CIV,2018,31,male,lower secondary,inactive,2994.0
CIV,2018,31,male,upper secondary,student,1870.0
CIV,2018,31,male,less than primary,student,0.0
CIV,2018,31,male,tertiary,student,1625.0
CIV,2018,31,male,primary,student,0.0
CIV,2018,31,male,lower secondary,student,0.0
CIV,2018,31,male,less than primary,unemployed,499.0
CIV,2018,31,male,tertiary,unemployed,858.0
CIV,2018,31,male,upper secondary,unemployed,423.0
CIV,2018,31,male,primary,unemployed,553.0
CIV,2018,31,male,lower secondary,unemployed,485.0
CIV,2018,32,female,tertiary,employed,7333.0
CIV,2018,32,female,lower secondary,employed,13726.0
CIV,2018,32,female,less than primary,employed,48147.0
CIV,2018,32,female,upper secondary,employed,9022.0
CIV,2018,32,female,primary,employed,24238.0
CIV,2018,32,female,lower secondary,inactive,6119.0
CIV,2018,32,female,primary,inactive,7664.0
CIV,2018,32,female,tertiary,inactive,2895.0
CIV,2018,32,female,less than primary,inactive,27375.0
CIV,2018,32,female,upper secondary,inactive,3417.0
CIV,2018,32,female,upper secondary,student,0.0
CIV,2018,32,female,lower secondary,student,0.0
CIV,2018,32,female,primary,student,0.0
CIV,2018,32,female,tertiary,student,0.0
CIV,2018,32,female,less than primary,student,0.0
CIV,2018,32,female,primary,unemployed,1031.0
CIV,2018,32,female,lower secondary,unemployed,676.0
CIV,2018,32,female,upper secondary,unemployed,440.0
CIV,2018,32,female,less than primary,unemployed,377.0
CIV,2018,32,female,tertiary,unemployed,446.0
CIV,2018,32,male,primary,employed,29821.0
CIV,2018,32,male,tertiary,employed,16745.0
CIV,2018,32,male,less than primary,employed,50366.0
CIV,2018,32,male,lower secondary,employed,20911.0
CIV,2018,32,male,upper secondary,employed,15849.0
CIV,2018,32,male,upper secondary,inactive,1878.0
CIV,2018,32,male,less than primary,inactive,5400.0
CIV,2018,32,male,primary,inactive,2825.0
CIV,2018,32,male,tertiary,inactive,1816.0
CIV,2018,32,male,lower secondary,inactive,2901.0
CIV,2018,32,male,less than primary,student,0.0
CIV,2018,32,male,primary,student,0.0
CIV,2018,32,male,upper secondary,student,1811.0
CIV,2018,32,male,tertiary,student,1575.0
CIV,2018,32,male,lower secondary,student,0.0
CIV,2018,32,male,tertiary,unemployed,831.0
CIV,2018,32,male,less than primary,unemployed,484.0
CIV,2018,32,male,primary,unemployed,536.0
CIV,2018,32,male,lower secondary,unemployed,470.0
CIV,2018,32,male,upper secondary,unemployed,410.0
CIV,2018,33,female,lower secondary,employed,13494.0
CIV,2018,33,female,tertiary,employed,7210.0
CIV,2018,33,female,less than primary,employed,47333.0
CIV,2018,33,female,upper secondary,employed,8869.0
CIV,2018,33,female,primary,employed,23828.0
CIV,2018,33,female,less than primary,inactive,26913.0
CIV,2018,33,female,tertiary,inactive,2846.0
CIV,2018,33,female,lower secondary,inactive,6016.0
CIV,2018,33,female,upper secondary,inactive,3360.0
CIV,2018,33,female,primary,inactive,7534.0
CIV,2018,33,female,upper secondary,student,0.0
CIV,2018,33,female,less than primary,student,0.0
CIV,2018,33,female,lower secondary,student,0.0
CIV,2018,33,female,tertiary,student,0.0
CIV,2018,33,female,primary,student,0.0
CIV,2018,33,female,lower secondary,unemployed,665.0
CIV,2018,33,female,less than primary,unemployed,371.0
CIV,2018,33,female,tertiary,unemployed,439.0
CIV,2018,33,female,upper secondary,unemployed,433.0
CIV,2018,33,female,primary,unemployed,1013.0
CIV,2018,33,male,upper secondary,employed,15579.0
CIV,2018,33,male,tertiary,employed,16458.0
CIV,2018,33,male,lower secondary,employed,20554.0
CIV,2018,33,male,less than primary,employed,49506.0
CIV,2018,33,male,primary,employed,29312.0
CIV,2018,33,male,upper secondary,inactive,1846.0
CIV,2018,33,male,primary,inactive,2776.0
CIV,2018,33,male,tertiary,inactive,1785.0
CIV,2018,33,male,less than primary,inactive,5308.0
CIV,2018,33,male,lower secondary,inactive,2851.0
CIV,2018,33,male,upper secondary,student,1780.0
CIV,2018,33,male,lower secondary,student,0.0
CIV,2018,33,male,primary,student,0.0
CIV,2018,33,male,tertiary,student,1548.0
CIV,2018,33,male,less than primary,student,0.0
CIV,2018,33,male,tertiary,unemployed,818.0
CIV,2018,33,male,less than primary,unemployed,476.0
CIV,2018,33,male,upper secondary,unemployed,403.0
CIV,2018,33,male,lower secondary,unemployed,462.0
CIV,2018,33,male,primary,unemployed,527.0
CIV,2018,34,female,less than primary,employed,47120.0
CIV,2018,34,female,lower secondary,employed,13433.0
CIV,2018,34,female,primary,employed,23721.0
CIV,2018,34,female,tertiary,employed,7177.0
CIV,2018,34,female,upper secondary,employed,8829.0
CIV,2018,34,female,tertiary,inactive,2834.0
CIV,2018,34,female,less than primary,inactive,26791.0
CIV,2018,34,female,upper secondary,inactive,3345.0
CIV,2018,34,female,lower secondary,inactive,5988.0
CIV,2018,34,female,primary,inactive,7501.0
CIV,2018,34,female,tertiary,student,0.0
CIV,2018,34,female,primary,student,0.0
CIV,2018,34,female,upper secondary,student,0.0
CIV,2018,34,female,lower secondary,student,0.0
CIV,2018,34,female,less than primary,student,0.0
CIV,2018,34,female,primary,unemployed,1009.0
CIV,2018,34,female,upper secondary,unemployed,431.0
CIV,2018,34,female,lower secondary,unemployed,662.0
CIV,2018,34,female,less than primary,unemployed,369.0
CIV,2018,34,female,tertiary,unemployed,437.0
CIV,2018,34,male,upper secondary,employed,15463.0
CIV,2018,34,male,lower secondary,employed,20401.0
CIV,2018,34,male,tertiary,employed,16337.0
CIV,2018,34,male,less than primary,employed,49136.0
CIV,2018,34,male,primary,employed,29092.0
CIV,2018,34,male,tertiary,inactive,1772.0
CIV,2018,34,male,upper secondary,inactive,1832.0
CIV,2018,34,male,less than primary,inactive,5268.0
CIV,2018,34,male,lower secondary,inactive,2830.0
CIV,2018,34,male,primary,inactive,2755.0
CIV,2018,34,male,primary,student,0.0
CIV,2018,34,male,upper secondary,student,1767.0
CIV,2018,34,male,less than primary,student,0.0
CIV,2018,34,male,lower secondary,student,0.0
CIV,2018,34,male,tertiary,student,1536.0
CIV,2018,34,male,less than primary,unemployed,472.0
CIV,2018,34,male,tertiary,unemployed,811.0
CIV,2018,34,male,primary,unemployed,523.0
CIV,2018,34,male,upper secondary,unemployed,400.0
CIV,2018,34,male,lower secondary,unemployed,458.0
CIV,2018,35,female,tertiary,employed,4795.0
CIV,2018,35,female,primary,employed,23112.0
CIV,2018,35,female,lower secondary,employed,9138.0
CIV,2018,35,female,upper secondary,employed,4282.0
CIV,2018,35,female,less than primary,employed,58398.0
CIV,2018,35,female,less than primary,inactive,31894.0
CIV,2018,35,female,primary,inactive,7019.0
CIV,2018,35,female,tertiary,inactive,1818.0
CIV,2018,35,female,upper secondary,inactive,1558.0
CIV,2018,35,female,lower secondary,inactive,3913.0
CIV,2018,35,female,lower secondary,student,0.0
CIV,2018,35,female,tertiary,student,0.0
CIV,2018,35,female,less than primary,student,0.0
CIV,2018,35,female,primary,student,0.0
CIV,2018,35,female,upper secondary,student,0.0
CIV,2018,35,female,lower secondary,unemployed,545.0
CIV,2018,35,female,less than primary,unemployed,553.0
CIV,2018,35,female,tertiary,unemployed,352.0
CIV,2018,35,female,primary,unemployed,1188.0
CIV,2018,35,female,upper secondary,unemployed,252.0
CIV,2018,35,male,primary,employed,30793.0
CIV,2018,35,male,less than primary,employed,60999.0
CIV,2018,35,male,lower secondary,employed,16982.0
CIV,2018,35,male,tertiary,employed,11402.0
CIV,2018,35,male,upper secondary,employed,9303.0
CIV,2018,35,male,lower secondary,inactive,2389.0
CIV,2018,35,male,less than primary,inactive,6633.0
CIV,2018,35,male,tertiary,inactive,1254.0
CIV,2018,35,male,upper secondary,inactive,1118.0
CIV,2018,35,male,primary,inactive,2958.0
CIV,2018,35,male,upper secondary,student,1632.0
CIV,2018,35,male,primary,student,0.0
CIV,2018,35,male,lower secondary,student,0.0
CIV,2018,35,male,less than primary,student,0.0
CIV,2018,35,male,tertiary,student,1647.0
CIV,2018,35,male,primary,unemployed,629.0
CIV,2018,35,male,upper secondary,unemployed,274.0
CIV,2018,35,male,lower secondary,unemployed,434.0
CIV,2018,35,male,less than primary,unemployed,666.0
CIV,2018,35,male,tertiary,unemployed,643.0
CIV,2018,36,female,tertiary,employed,4777.0
CIV,2018,36,female,primary,employed,23029.0
CIV,2018,36,female,lower secondary,employed,9106.0
CIV,2018,36,female,less than primary,employed,58190.0
CIV,2018,36,female,upper secondary,employed,4266.0
CIV,2018,36,female,tertiary,inactive,1811.0
CIV,2018,36,female,less than primary,inactive,31779.0
CIV,2018,36,female,upper secondary,inactive,1552.0
CIV,2018,36,female,lower secondary,inactive,3900.0
CIV,2018,36,female,primary,inactive,6995.0
CIV,2018,36,female,less than primary,student,0.0
CIV,2018,36,female,lower secondary,student,0.0
CIV,2018,36,female,tertiary,student,0.0
CIV,2018,36,female,upper secondary,student,0.0
CIV,2018,36,female,primary,student,0.0
CIV,2018,36,female,upper secondary,unemployed,252.0
CIV,2018,36,female,lower secondary,unemployed,542.0
CIV,2018,36,female,tertiary,unemployed,351.0
CIV,2018,36,female,less than primary,unemployed,551.0
CIV,2018,36,female,primary,unemployed,1184.0
CIV,2018,36,male,less than primary,employed,60702.0
CIV,2018,36,male,upper secondary,employed,9258.0
CIV,2018,36,male,primary,employed,30643.0
CIV,2018,36,male,lower secondary,employed,16899.0
CIV,2018,36,male,tertiary,employed,11346.0
CIV,2018,36,male,less than primary,inactive,6600.0
CIV,2018,36,male,primary,inactive,2944.0
CIV,2018,36,male,tertiary,inactive,1248.0
CIV,2018,36,male,upper secondary,inactive,1113.0
CIV,2018,36,male,lower secondary,inactive,2377.0
CIV,2018,36,male,primary,student,0.0
CIV,2018,36,male,tertiary,student,1638.0
CIV,2018,36,male,lower secondary,student,0.0
CIV,2018,36,male,upper secondary,student,1624.0
CIV,2018,36,male,less than primary,student,0.0
CIV,2018,36,male,primary,unemployed,626.0
CIV,2018,36,male,upper secondary,unemployed,272.0
CIV,2018,36,male,less than primary,unemployed,663.0
CIV,2018,36,male,tertiary,unemployed,640.0
CIV,2018,36,male,lower secondary,unemployed,431.0
CIV,2018,37,female,tertiary,employed,4722.0
CIV,2018,37,female,upper secondary,employed,4218.0
CIV,2018,37,female,primary,employed,22767.0
CIV,2018,37,female,less than primary,employed,57528.0
CIV,2018,37,female,lower secondary,employed,9002.0
CIV,2018,37,female,upper secondary,inactive,1535.0
CIV,2018,37,female,lower secondary,inactive,3855.0
CIV,2018,37,female,tertiary,inactive,1791.0
CIV,2018,37,female,primary,inactive,6915.0
CIV,2018,37,female,less than primary,inactive,31418.0
CIV,2018,37,female,tertiary,student,0.0
CIV,2018,37,female,less than primary,student,0.0
CIV,2018,37,female,lower secondary,student,0.0
CIV,2018,37,female,upper secondary,student,0.0
CIV,2018,37,female,primary,student,0.0
CIV,2018,37,female,upper secondary,unemployed,249.0
CIV,2018,37,female,less than primary,unemployed,545.0
CIV,2018,37,female,tertiary,unemployed,348.0
CIV,2018,37,female,primary,unemployed,1171.0
CIV,2018,37,female,lower secondary,unemployed,536.0
CIV,2018,37,male,upper secondary,employed,9152.0
CIV,2018,37,male,less than primary,employed,60013.0
CIV,2018,37,male,tertiary,employed,11217.0
CIV,2018,37,male,lower secondary,employed,16707.0
CIV,2018,37,male,primary,employed,30295.0
CIV,2018,37,male,lower secondary,inactive,2350.0
CIV,2018,37,male,less than primary,inactive,6525.0
CIV,2018,37,male,upper secondary,inactive,1100.0
CIV,2018,37,male,tertiary,inactive,1234.0
CIV,2018,37,male,primary,inactive,2911.0
CIV,2018,37,male,tertiary,student,1620.0
CIV,2018,37,male,primary,student,0.0
CIV,2018,37,male,upper secondary,student,1606.0
CIV,2018,37,male,less than primary,student,0.0
CIV,2018,37,male,lower secondary,student,0.0
CIV,2018,37,male,upper secondary,unemployed,269.0
CIV,2018,37,male,primary,unemployed,618.0
CIV,2018,37,male,tertiary,unemployed,633.0
CIV,2018,37,male,less than primary,unemployed,655.0
CIV,2018,37,male,lower secondary,unemployed,427.0
CIV,2018,38,female,primary,employed,22182.0
CIV,2018,38,female,upper secondary,employed,4110.0
CIV,2018,38,female,lower secondary,employed,8770.0
CIV,2018,38,female,tertiary,employed,4601.0
CIV,2018,38,female,less than primary,employed,56049.0
CIV,2018,38,female,lower secondary,inactive,3756.0
CIV,2018,38,female,upper secondary,inactive,1495.0
CIV,2018,38,female,primary,inactive,6737.0
CIV,2018,38,female,less than primary,inactive,30610.0
CIV,2018,38,female,tertiary,inactive,1745.0
CIV,2018,38,female,lower secondary,student,0.0
CIV,2018,38,female,upper secondary,student,0.0
CIV,2018,38,female,tertiary,student,0.0
CIV,2018,38,female,less than primary,student,0.0
CIV,2018,38,female,primary,student,0.0
